properties{
  x = 12800,
  y = 7200,
  width = 1280,
  height = 1440,
  min_layer = 0,
  max_layer = 2,
  world = "outside_world",
  tileset = "Full Hyrule",
  music = "outside/faron_woods",
}

tile{
  layer = 0,
  x = 984,
  y = 704,
  width = 16,
  height = 112,
  pattern = "145",
}

tile{
  layer = 0,
  x = 752,
  y = 912,
  width = 16,
  height = 16,
  pattern = "113",
}

tile{
  layer = 0,
  x = 752,
  y = 912,
  width = 16,
  height = 16,
  pattern = "1432",
}

tile{
  layer = 0,
  x = 752,
  y = 912,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = 0,
  x = 752,
  y = 928,
  width = 16,
  height = 512,
  pattern = "112",
}

tile{
  layer = 0,
  x = 736,
  y = 928,
  width = 16,
  height = 16,
  pattern = "962",
}

tile{
  layer = 0,
  x = 736,
  y = 920,
  width = 16,
  height = 16,
  pattern = "128",
}

tile{
  layer = 0,
  x = 0,
  y = 896,
  width = 744,
  height = 544,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 696,
  y = 936,
  width = 56,
  height = 504,
  pattern = "128",
}

tile{
  layer = 0,
  x = 696,
  y = 920,
  width = 8,
  height = 8,
  pattern = "14796",
}

tile{
  layer = 0,
  x = 776,
  y = 248,
  width = 56,
  height = 56,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 728,
  y = 200,
  width = 48,
  height = 104,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 728,
  y = 304,
  width = 152,
  height = 48,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 904,
  y = 648,
  width = 64,
  height = 208,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 728,
  y = 352,
  width = 176,
  height = 544,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 728,
  height = 896,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 680,
  y = 960,
  width = 8,
  height = 480,
  pattern = "972",
}

tile{
  layer = 0,
  x = 688,
  y = 976,
  width = 16,
  height = 464,
  pattern = "974",
}

tile{
  layer = 0,
  x = 752,
  y = 1360,
  width = 16,
  height = 16,
  pattern = "1432",
}

tile{
  layer = 0,
  x = 752,
  y = 1344,
  width = 16,
  height = 16,
  pattern = "1436",
}

tile{
  layer = 0,
  x = 752,
  y = 1328,
  width = 16,
  height = 16,
  pattern = "1432",
}

tile{
  layer = 0,
  x = 752,
  y = 1312,
  width = 16,
  height = 16,
  pattern = "1436",
}

tile{
  layer = 0,
  x = 752,
  y = 1296,
  width = 16,
  height = 16,
  pattern = "1432",
}

tile{
  layer = 0,
  x = 752,
  y = 1280,
  width = 16,
  height = 16,
  pattern = "1436",
}

tile{
  layer = 0,
  x = 752,
  y = 1264,
  width = 16,
  height = 16,
  pattern = "1432",
}

tile{
  layer = 0,
  x = 752,
  y = 1248,
  width = 16,
  height = 16,
  pattern = "1436",
}

tile{
  layer = 0,
  x = 752,
  y = 1232,
  width = 16,
  height = 16,
  pattern = "1432",
}

tile{
  layer = 0,
  x = 752,
  y = 1216,
  width = 16,
  height = 16,
