properties{
  x = 9864,
  y = 1516,
  width = 384,
  height = 480,
  min_layer = -1,
  max_layer = 2,
  world = "inside_world",
  tileset = "absolute_dungeon_07",
  music = "inside/cave",
}

tile{
  layer = -1,
  x = 112,
  y = 336,
  width = 32,
  height = 80,
  pattern = "floor.16-2",
}

tile{
  layer = -1,
  x = 136,
  y = 368,
  width = 8,
  height = 48,
  pattern = "wall_low_border.4-3",
}

tile{
  layer = -1,
  x = 144,
  y = 336,
  width = 64,
  height = 32,
  pattern = "floor.16-2",
}

tile{
  layer = -1,
  x = 208,
  y = 304,
  width = 64,
  height = 64,
  pattern = "floor.16-2",
}

tile{
  layer = -1,
  x = 144,
  y = 360,
  width = 128,
  height = 8,
  pattern = "wall_low_border.2-3",
}

tile{
  layer = -1,
  x = 112,
  y = 336,
  width = 96,
  height = 8,
  pattern = "wall_low_border.1-3",
}

tile{
  layer = -1,
  x = 264,
  y = 312,
  width = 8,
  height = 48,
  pattern = "wall_low_border.4-3",
}

tile{
  layer = -1,
  x = 88,
  y = 416,
  width = 24,
  height = 24,
  pattern = "wall_low.corner.3-2",
}

tile{
  layer = -1,
  x = 144,
  y = 416,
  width = 24,
  height = 24,
  pattern = "wall_low.corner.4-2",
}

tile{
  layer = -1,
  x = 112,
  y = 416,
  width = 32,
  height = 24,
  pattern = "wall_low.2-2",
}

tile{
  layer = -1,
  x = 88,
  y = 336,
  width = 24,
  height = 80,
  pattern = "wall_low.3-2",
}

tile{
  layer = -1,
  x = 88,
  y = 312,
  width = 24,
  height = 24,
  pattern = "wall_low.corner.1-2",
}

tile{
  layer = -1,
  x = 184,
  y = 280,
  width = 24,
  height = 24,
  pattern = "wall_low.corner.1-2",
}

tile{
  layer = -1,
  x = 112,
  y = 312,
  width = 80,
  height = 24,
  pattern = "wall_low.1-2",
}

tile{
  layer = -1,
  x = 184,
  y = 304,
  width = 24,
  height = 16,
  pattern = "wall_low.3-2",
}

tile{
  layer = -1,
  x = 184,
  y = 312,
  width = 24,
  height = 24,
  pattern = "wall_low.corner_reverse.1-2",
}

tile{
  layer = -1,
  x = 208,
  y = 280,
  width = 64,
  height = 24,
  pattern = "wall_low.1-2",
}

tile{
  layer = -1,
  x = 272,
  y = 280,
  width = 24,
  height = 24,
  pattern = "wall_low.corner.2-2",
}

tile{
  layer = -1,
  x = 272,
  y = 304,
  width = 24,
  height = 64,
  pattern = "wall_low.4-2",
}

tile{
  layer = -1,
  x = 272,
  y = 368,
  width = 24,
  height = 24,
  pattern = "wall_low.corner.4-2",
}

tile{
  layer = -1,
  x = 160,
  y = 368,
  width = 112,
  height = 24,
  pattern = "wall_low.2-2",
}

tile{
  layer = -1,
  x = 264,
  y = 320,
  width = 24,
  height = 8,
  pattern = "stairs_inner_up.4.border.1-2",
}

tile{
  layer = -1,
  x = 264,
  y = 344,
  width = 24,
  height = 8,
  pattern = "stairs_inner_up.4.border.2-2",
}

tile{
  layer = -1,
  x = 264,
  y = 328,
  width = 24,
  height = 16,
  pattern = "stairs_inner_up.4-2",
}

tile{
  layer = -1,
  x = 264,
  y = 360,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner.4-3",
}

tile{
  layer = -1,
  x = 136,
  y = 408,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner.4-3",
}

tile{
  layer = -1,
  x = 120,
  y = 408,
  width = 16,
  height = 8,
  pattern = "wall_low_border.2-3",
}

tile{
  layer = -1,
  x = 112,
  y = 408,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner.3-3",
}

tile{
  layer = -1,
  x = 112,
  y = 344,
  width = 8,
  height = 64,
  pattern = "wall_low_border.3-3",
}

tile{
  layer = -1,
  x = 112,
  y = 336,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner.1-3",
}

tile{
  layer = -1,
  x = 208,
  y = 336,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner_reverse.1-3",
}

tile{
  layer = -1,
  x = 208,
  y = 304,
  width = 8,
  height = 32,
  pattern = "wall_low_border.3-3",
}

tile{
  layer = -1,
  x = 216,
  y = 304,
  width = 48,
  height = 8,
  pattern = "wall_low_border.1-3",
}

tile{
  layer = -1,
  x = 208,
  y = 304,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner.1-3",
}

tile{
  layer = -1,
  x = 264,
  y = 304,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner.2-3",
}

tile{
  layer = -1,
  x = 136,
  y = 360,
  width = 8,
  height = 8,
  pattern = "wall_low_border.corner_reverse.4-3",
}

tile{
  layer = -1,
  x = 144,
  y = 384,
  width = 24,
  height = 32,
  pattern = "wall_low.4-2",
}

tile{
  layer = -1,
  x = 144,
  y = 368,
  width = 24,
  height = 24,
  pattern = "wall_low.corner_reverse.4-2",
}

stairs{
  layer = -1,
  x = 272,
  y = 328,
  direction = 0,
  subtype = 4,
}

tile{
  layer = 0,
  x = 128,
  y = 120,
  width = 168,
  height = 8,
  pattern = "ceiling.2",
}

tile{
  layer = 0,
  x = 296,
  y = 24,
  width = 8,
  height = 104,
  pattern = "ceiling.2",
}

tile{
  layer = 0,
  x = 40,
  y = 16,
  width = 264,
  height = 8,
  pattern = "ceiling.2",
}

tile{
  layer = 0,
  x = 32,
  y = 16,
  width = 8,
  height = 208,
  pattern = "ceiling.2",
