properties{
  x = 1440,
  y = 0,
  width = 5120,
  height = 1440,
  min_layer = -1,
  max_layer = 2,
  world = "outside_world",
  tileset = "Full Hyrule",
  music = "zmc/la_mountains",
}

tile{
  layer = -1,
  x = 0,
  y = 0,
  width = 168,
  height = 176,
  pattern = "14667",
}

tile{
  layer = -1,
  x = 152,
  y = 96,
  width = 40,
  height = 16,
  pattern = "13553",
}

tile{
  layer = -1,
  x = 136,
  y = 88,
  width = 64,
  height = 8,
  pattern = "13550",
}

tile{
  layer = -1,
  x = 184,
  y = 104,
  width = 8,
  height = 8,
  pattern = "13278",
}

tile{
  layer = -1,
  x = 0,
  y = 152,
  width = 8,
  height = 8,
  pattern = "13327",
}

tile{
  layer = -1,
  x = 8,
  y = 144,
  width = 8,
  height = 8,
  pattern = "13327",
}

tile{
  layer = -1,
  x = 40,
  y = 88,
  width = 24,
  height = 16,
  pattern = "1264",
}

tile{
  layer = -1,
  x = 48,
  y = 80,
  width = 8,
  height = 8,
  pattern = "1262",
}

tile{
  layer = -1,
  x = 56,
  y = 80,
  width = 8,
  height = 8,
  pattern = "1263",
}

tile{
  layer = -1,
  x = 40,
  y = 80,
  width = 8,
  height = 8,
  pattern = "1261",
}

tile{
  layer = -1,
  x = 16,
  y = 0,
  width = 264,
  height = 8,
  pattern = "13497",
}

tile{
  layer = -1,
  x = 88,
  y = 80,
  width = 8,
  height = 16,
  pattern = "13221",
}

tile{
  layer = -1,
  x = 56,
  y = 32,
  width = 8,
  height = 8,
  pattern = "1611",
}

tile{
  layer = -1,
  x = 144,
  y = 40,
  width = 8,
  height = 8,
  pattern = "1610",
}

tile{
  layer = -1,
  x = 144,
  y = 32,
  width = 8,
  height = 8,
  pattern = "1612",
}

tile{
  layer = -1,
  x = 64,
  y = 40,
  width = 80,
  height = 8,
  pattern = "1606",
}

tile{
  layer = -1,
  x = 128,
  y = 8,
  width = 8,
  height = 8,
  pattern = "1601",
}

tile{
  layer = -1,
  x = 120,
  y = 0,
  width = 8,
  height = 8,
  pattern = "1601",
}

tile{
  layer = -1,
  x = 136,
  y = 16,
  width = 8,
  height = 8,
  pattern = "1601",
}

tile{
  layer = -1,
  x = 144,
  y = 24,
  width = 8,
  height = 8,
  pattern = "1601",
}

tile{
  layer = -1,
  x = 144,
  y = 32,
  width = 8,
  height = 8,
  pattern = "1603",
}

tile{
  layer = -1,
  x = 64,
  y = 40,
  width = 80,
  height = 8,
  pattern = "1599",
}

tile{
  layer = -1,
  x = 56,
  y = 32,
  width = 8,
  height = 8,
  pattern = "1602",
}

tile{
  layer = -1,
  x = 48,
  y = 24,
  width = 8,
  height = 8,
  pattern = "1602",
}

tile{
  layer = -1,
  x = 48,
  y = 16,
  width = 8,
  height = 8,
  pattern = "1600",
}

tile{
  layer = -1,
  x = 56,
  y = 8,
  width = 8,
  height = 8,
  pattern = "1600",
}

tile{
  layer = -1,
  x = 64,
  y = 0,
  width = 8,
  height = 8,
  pattern = "1600",
}

tile{
  layer = -1,
  x = 64,
  y = 8,
  width = 64,
  height = 8,
  pattern = "1581",
}

tile{
  layer = -1,
  x = 64,
  y = 0,
  width = 56,
  height = 8,
  pattern = "1581",
}

tile{
  layer = -1,
  x = 56,
  y = 16,
  width = 80,
  height = 16,
  pattern = "1581",
}

tile{
  layer = -1,
  x = 136,
  y = 24,
  width = 8,
  height = 16,
  pattern = "1581",
}

tile{
  layer = -1,
  x = 64,
  y = 32,
  width = 72,
  height = 8,
  pattern = "1581",
}

tile{
  layer = -1,
  x = 56,
  y = 40,
  width = 8,
  height = 8,
  pattern = "1607",
}

tile{
  layer = -1,
  x = 0,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 8,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 16,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 24,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 32,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 40,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 48,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 56,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 64,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 72,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 80,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 88,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 96,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 104,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 112,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 120,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 128,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 136,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = 144,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1561",
}

tile{
  layer = -1,
  x = 152,
  y = 48,
  width = 8,
  height = 8,
  pattern = "1564",
}

tile{
  layer = -1,
  x = -8,
  y = 56,
