properties{
  x = 0,
  y = 0,
  width = 960,
  height = 768,
  min_layer = -2,
  max_layer = 2,
  tileset = "Full Hyrule",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 264,
  width = 48,
  height = 8,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 768,
  y = 280,
  width = 96,
  height = 8,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 288,
  width = 16,
  height = 16,
  pattern = "934",
}

dynamic_tile{
  layer = 0,
  x = 736,
  y = 304,
  width = 80,
  height = 8,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 864,
  y = 272,
  width = 16,
  height = 16,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 880,
  y = 256,
  width = 16,
  height = 16,
  pattern = "111",
}

dynamic_tile{
  layer = 0,
  x = 944,
  y = 256,
  width = 16,
  height = 64,
  pattern = "111",
}

dynamic_tile{
  layer = 0,
  x = 944,
  y = 304,
  width = 16,
  height = 16,
  pattern = "936",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 416,
  width = 160,
  height = 64,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 848,
  y = 432,
  width = 16,
  height = 8,
  pattern = "1340",
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 416,
  width = 112,
  height = 8,
  pattern = "1340",
}

dynamic_tile{
  layer = 0,
  x = 688,
  y = 432,
  width = 16,
  height = 8,
  pattern = "1340",
}

dynamic_tile{
  layer = 0,
  x = 696,
  y = 464,
  width = 176,
  height = 8,
  pattern = "1340",
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 400,
  width = 112,
  height = 16,
  pattern = "1814",
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 416,
  width = 112,
  height = 16,
  pattern = "918",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 272,
  width = 64,
  height = 16,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 304,
  width = 16,
  height = 16,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 288,
  width = 128,
  height = 16,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 848,
  y = 288,
  width = 48,
  height = 32,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 896,
  y = 304,
  width = 48,
  height = 16,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 888,
  y = 192,
  width = 8,
  height = 8,
  pattern = "111",
}

dynamic_tile{
  layer = 0,
  x = 656,
  y = 280,
  width = 32,
  height = 8,
  pattern = "111",
}

dynamic_tile{
  layer = 0,
  x = 888,
  y = 192,
  width = 72,
  height = 64,
  pattern = "111",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 304,
  width = 16,
  height = 16,
  pattern = "111",
}

dynamic_tile{
  layer = 0,
  x = 688,
  y = 272,
  width = 16,
  height = 16,
  pattern = "111",
}

dynamic_tile{
  layer = 0,
  x = 880,
  y = 192,
  width = 80,
  height = 8,
  pattern = "1754",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 472,
  width = 24,
  height = 8,
  pattern = "112",
}

dynamic_tile{
  layer = 0,
  x = 768,
  y = 272,
  width = 96,
  height = 16,
  pattern = "1706",
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 296,
  width = 16,
  height = 8,
  pattern = "1751",
}

dynamic_tile{
  layer = 0,
  x = 720,
  y = 304,
  width = 16,
  height = 8,
  pattern = "1752",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 304,
  width = 16,
  height = 16,
  pattern = "1759",
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 304,
  width = 16,
  height = 16,
  pattern = "1760",
}

dynamic_tile{
  layer = 0,
  x = 864,
  y = 272,
  width = 16,
  height = 16,
  pattern = "1705",
}

dynamic_tile{
  layer = 0,
  x = 880,
  y = 256,
  width = 16,
  height = 16,
  pattern = "1705",
}

dynamic_tile{
  layer = 0,
  x = 880,
  y = 240,
  width = 16,
  height = 16,
  pattern = "1714",
}

dynamic_tile{
  layer = 0,
  x = 864,
  y = 256,
  width = 16,
  height = 16,
  pattern = "1704",
}

dynamic_tile{
  layer = 0,
  x = 656,
  y = 272,
  width = 32,
  height = 16,
  pattern = "1706",
}

dynamic_tile{
  layer = 0,
  x = 688,
  y = 272,
  width = 16,
  height = 16,
  pattern = "1705",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 256,
  width = 48,
  height = 16,
  pattern = "1706",
}

dynamic_tile{
  layer = 0,
  x = 752,
  y = 272,
  width = 16,
  height = 16,
  pattern = "1707",
}

dynamic_tile{
  layer = 0,
  x = 816,
  y = 296,
  width = 16,
  height = 8,
  pattern = "1751",
}

dynamic_tile{
  layer = 0,
  x = 816,
  y = 304,
  width = 16,
  height = 8,
  pattern = "1752",
}

dynamic_tile{
  layer = 0,
  x = 736,
  y = 304,
  width = 8,
  height = 8,
  pattern = "1768",
}

dynamic_tile{
  layer = 0,
  x = 736,
  y = 296,
  width = 8,
  height = 8,
  pattern = "14800",
}

dynamic_tile{
  layer = 0,
  x = 808,
  y = 296,
  width = 8,
  height = 8,
  pattern = "14799",
}

dynamic_tile{
  layer = 0,
  x = 808,
  y = 304,
  width = 8,
  height = 8,
  pattern = "1767",
}

dynamic_tile{
  layer = 0,
  x = 704,
  y = 416,
  width = 16,
  height = 16,
  pattern = "1705",
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 296,
  width = 8,
  height = 8,
  pattern = "14800",
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 296,
  width = 8,
  height = 8,
  pattern = "14799",
}

dynamic_tile{
  layer = 0,
  x = 832,
  y = 416,
  width = 16,
  height = 16,
  pattern = "1707",
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 232,
  width = 32,
  height = 8,
  pattern = "113",
}

dynamic_tile{
  layer = 0,
  x = 736,
  y = 216,
  width = 8,
  height = 24,
  pattern = "1708",
}

dynamic_tile{
  layer = 0,
  x = 712,
  y = 216,
  width = 8,
  height = 24,
  pattern = "1709",
}

dynamic_tile{
  layer = 0,
  x = 720,
